x, y, th, stamp, 
-2.2393887042999268, 3.560664415359497, -0.3561140547782878, 1731679149027218144, 
-2.2393887042999268, 3.560664415359497, -0.35611406125873346, 1731679149077377971, 
-2.2393887042999268, 3.560664415359497, -0.35611406577536997, 1731679149122930199, 
-2.2393887042999268, 3.560664415359497, -0.35611406577536997, 1731679149187612107, 
-2.2393887042999268, 3.560664415359497, -0.3561140669414911, 1731679149237048060, 
-2.2393887042999268, 3.560664415359497, -0.3561140410193613, 1731679149427207740, 
-2.2393887042999268, 3.560664415359497, -0.35611404639751404, 1731679149523987533, 
-2.2393887042999268, 3.560664415359497, -0.3561140523769342, 1731679149637344307, 
-2.2393887042999268, 3.560664415359497, -0.35611399499425267, 1731679149682980538, 
-2.2393887042999268, 3.560664415359497, -0.35611399954422074, 1731679149827157667, 
-2.2393887042999268, 3.560664415359497, -0.3561139988240957, 1731679149936730675, 
-2.2393887042999268, 3.560664415359497, -0.35611399809500094, 1731679150038021661, 
-2.2393887042999268, 3.560664415359497, -0.35611399411549843, 1731679150083985588, 
-2.2393887042999268, 3.560664415359497, -0.35611401941549914, 1731679150227019186, 
-2.2393887042999268, 3.560664415359497, -0.35611416219728736, 1731679150323968699, 
-2.2393887042999268, 3.560664415359497, -0.3561140935651035, 1731679150438186397, 
-2.2393887042999268, 3.560664415359497, -0.3561141169632017, 1731679150483990528, 
-2.2393887042999268, 3.560664415359497, -0.35611395194546824, 1731679150627026602, 
-2.2393887042999268, 3.560664415359497, -0.3561139848906047, 1731679150737249289, 
-2.2393887042999268, 3.560664415359497, -0.35611393435747263, 1731679150838046166, 
-2.2393887042999268, 3.560664415359497, -0.35611394237809435, 1731679150884034219, 
-2.2393887042999268, 3.560664415359497, -0.3561135427784268, 1731679151027031851, 
-2.2393887042999268, 3.560664415359497, -0.3561134946291201, 1731679151124002554, 
-2.2393887042999268, 3.560664415359497, -0.35611345504741854, 1731679151238393106, 
-2.2393887042999268, 3.560664415359497, -0.3561134374956501, 1731679151327054037, 
-2.2393887042999268, 3.560664415359497, -0.35611344654957566, 1731679151427027493, 
-2.2393887042999268, 3.560664415359497, -0.3561129392342899, 1731679151524197558, 
-2.2393887042999268, 3.560664415359497, -0.3561127685224277, 1731679151639212457, 
-2.2393887042999268, 3.560664415359497, -0.3561125954139356, 1731679151684005618, 
-2.2393887042999268, 3.560664415359497, -0.3561126381356166, 1731679151827038071, 
-2.2393887042999268, 3.560664415359497, -0.3561125754114386, 1731679151937254109, 
-2.2393887042999268, 3.560664415359497, -0.3561125754114386, 1731679151987235820, 
-2.2393887042999268, 3.560664415359497, -0.3561125904541652, 1731679152039492958, 
-2.2393887042999268, 3.560664415359497, -0.35611258165252496, 1731679152084009246, 
-2.2393887042999268, 3.560664415359497, -0.35611258165252496, 1731679152127049415, 
-2.2393887042999268, 3.560664415359497, -0.3561123336007931, 1731679152435338084, 
-2.2393887042999268, 3.560664415359497, -0.35611233837095013, 1731679152527046062, 
-2.2393887042999268, 3.560664415359497, -0.3561123439183347, 1731679152627054632, 
-2.2393887042999268, 3.560664415359497, -0.3561123109012398, 1731679152737513795, 
-2.2393887042999268, 3.560664415359497, -0.35611236263090257, 1731679152928055895, 
