odom_x, odom_y, odom_th, stamp, 
1.708189845085144, 2.416313886642456, 1.5096979837220321, 1732895550624012253, 
1.708189845085144, 2.416313886642456, 1.5096979864518971, 1732895550674077776, 
1.708189845085144, 2.416313886642456, 1.5096979880469084, 1732895550715011469, 
1.708189845085144, 2.416313886642456, 1.50969798927702, 1732895550767719930, 
1.708189845085144, 2.416313886642456, 1.5096984885788436, 1732895550816922979, 
1.708189845085144, 2.416313886642456, 1.509698318992446, 1732895550876013087, 
1.708189845085144, 2.416313886642456, 1.5096986494660087, 1732895550925998530, 
1.708189845085144, 2.416313886642456, 1.5096986450462235, 1732895550977872652, 
1.708189845085144, 2.416313886642456, 1.5096984646524234, 1732895551024870317, 
1.708189845085144, 2.416313886642456, 1.5096982986058152, 1732895551075156558, 
1.708189845085144, 2.416313886642456, 1.5096982944287098, 1732895551115172587, 
1.708189845085144, 2.416313886642456, 1.5096982879314411, 1732895551166086499, 
1.708189845085144, 2.416313886642456, 1.50969827987062, 1732895551235403447, 
1.708189845085144, 2.416313886642456, 1.5096982775240502, 1732895551276412515, 
1.708189845085144, 2.416313886642456, 1.5096982687615677, 1732895551375062143, 
1.708189845085144, 2.416313886642456, 1.5096984365547803, 1732895551475183290, 
1.708189845085144, 2.416313886642456, 1.5096984365547803, 1732895551565940996, 
1.708189845085144, 2.416313886642456, 1.5096982553799083, 1732895551675016302, 
1.708189845085144, 2.416313886642456, 1.5096982553799083, 1732895551775116718, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895551874873725, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895551965506987, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552074983114, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552174999181, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552275913754, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552385203779, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552476087305, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552574921644, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552675202257, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552765868127, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552877018140, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895552974937305, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895553075893083, 
1.708189845085144, 2.416313886642456, 1.5096985772017046, 1732895553185700750, 
1.7081899642944336, 2.416313886642456, 1.5096993298857264, 1732895553329926763, 
1.7081899642944336, 2.416313886642456, 1.509699327594302, 1732895553370963821, 
1.7081899642944336, 2.416313886642456, 1.5096996521610178, 1732895553471404752, 
1.7081899642944336, 2.416313886642456, 1.5096993194850528, 1732895553631485685, 
1.7081899642944336, 2.416313886642456, 1.5096993200196742, 1732895553730022333, 
1.7081899642944336, 2.416313886642456, 1.5096993200196742, 1732895553769968363, 
1.7081899642944336, 2.416313886642456, 1.5096993193501809, 1732895553870959963, 
1.7081899642944336, 2.416313886642456, 1.5096993322861882, 1732895554031083703, 
1.7081899642944336, 2.416313886642456, 1.509699168000787, 1732895554125080976, 
1.7081899642944336, 2.416313886642456, 1.5096993494810724, 1732895554172931111, 
1.7081899642944336, 2.416313886642456, 1.5096995313407093, 1732895554272324896, 
1.7081899642944336, 2.416313886642456, 1.5096997225017614, 1732895554432697713, 
1.7081899642944336, 2.416313886642456, 1.50970006473259, 1732895554524923176, 
1.7081899642944336, 2.416313886642456, 1.50970006473259, 1732895554574939025, 
1.7081899642944336, 2.416313886642456, 1.509699922288096, 1732895554672924158, 
1.7081899642944336, 2.416313886642456, 1.5096999416010055, 1732895554815184093, 
1.7081899642944336, 2.416313886642456, 1.5096998015581256, 1732895554875153555, 
1.7081899642944336, 2.416313886642456, 1.5097003160504687, 1732895554976100447, 
1.7081899642944336, 2.416313886642456, 1.5097008145956636, 1732895555074401168, 
1.7081899642944336, 2.416313886642456, 1.509700970192577, 1732895555165263670, 
1.7081899642944336, 2.416313886642456, 1.5097006243491202, 1732895555326938394, 
1.7081899642944336, 2.416313886642456, 1.5097002937081383, 1732895555376949538, 
1.7081899642944336, 2.416313886642456, 1.5096999298188756, 1732895555474936003, 
1.7081899642944336, 2.416313886642456, 1.5096999077052, 1732895555585536428, 
1.7081899642944336, 2.416313886642456, 1.5097000570404586, 1732895555726140727, 
1.7081899642944336, 2.416313886642456, 1.509700053695006, 1732895555774946463, 
1.7081899642944336, 2.416313886642456, 1.5097005393510168, 1732895555875127998, 
1.7081899642944336, 2.416313886642456, 1.5096998724386639, 1732895555985063105, 
1.7081899642944336, 2.416313886642456, 1.5096992059486354, 1732895556075217501, 
1.7081899642944336, 2.416313886642456, 1.509699530756334, 1732895556175925506, 
1.7081899642944336, 2.416313886642456, 1.509699695515466, 1732895556276245262, 
1.7081899642944336, 2.416313886642456, 1.5097000020843492, 1732895556367663534, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895556525542819, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895556575117458, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895556676355846, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895556815609363, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895556876150116, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895556974971674, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557076106520, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557186142842, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557277032095, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557374943282, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557476066294, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557636235067, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557724963625, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557775979440, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895557876122748, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895558016243088, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895558125149899, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895558176111346, 
1.7081899642944336, 2.416313886642456, 1.5096998295800759, 1732895558277066711, 
1.7081899642944336, 2.416313886642456, 1.5097003254166796, 1732895558384990495, 
1.7081899642944336, 2.416313886642456, 1.5096999959678312, 1732895558525991434, 
1.7081899642944336, 2.416313886642456, 1.5096999959678312, 1732895558575978277, 
1.7081899642944336, 2.416313886642456, 1.5096998520739626, 1732895558672267166, 
1.7081899642944336, 2.416313886642456, 1.5096998602305263, 1732895558766620731, 
1.7081899642944336, 2.416313886642456, 1.5097000426366889, 1732895558876070878, 
1.7081899642944336, 2.416313886642456, 1.5096997016781215, 1732895558974984513, 
1.7081899642944336, 2.416313886642456, 1.5096995270020743, 1732895559073088754, 
1.7081899642944336, 2.416313886642456, 1.5096988519372252, 1732895559165165709, 
1.7081899642944336, 2.416313886642456, 1.5096986831415178, 1732895559276515027, 
1.7081899642944336, 2.416313886642456, 1.5096986766995297, 1732895559376145397, 
1.7081899642944336, 2.416313886642456, 1.5096986889884036, 1732895559473979219, 
1.7081899642944336, 2.416313886642456, 1.509699035278868, 1732895559634027143, 
1.7081899642944336, 2.416313886642456, 1.5096995389809673, 1732895559726053452, 
1.7081899642944336, 2.416313886642456, 1.5096995526037262, 1732895559777105758, 
1.7081899642944336, 2.416313886642456, 1.509699229404994, 1732895559874263570, 
1.7081899642944336, 2.416313886642456, 1.5096997477875824, 1732895560018415058, 
1.7081899642944336, 2.416313886642456, 1.5096994257680973, 1732895560125993353, 
1.7081899642944336, 2.416313886642456, 1.5096995871426984, 1732895560176238011, 
1.7081899642944336, 2.416313886642456, 1.5096992363971165, 1732895560276120557, 
1.7081899642944336, 2.416313886642456, 1.5096985679949309, 1732895560366398837, 
1.7081899642944336, 2.416313886642456, 1.509698385275713, 1732895560525982619, 
1.7081899642944336, 2.416313886642456, 1.5096978838059443, 1732895560576036989, 
1.7081899642944336, 2.416313886642456, 1.50969736841537, 1732895560876453695, 
1.7081899642944336, 2.416313886642456, 1.50969736841537, 1732895560927019878, 
1.7081899642944336, 2.416313886642456, 1.50969736841537, 1732895560976579222, 
1.7081899642944336, 2.416313886642456, 1.50969736841537, 1732895561076020936, 
1.7081899642944336, 2.416313886642456, 1.50969736841537, 1732895561166099498, 
1.7081899642944336, 2.416313886642456, 1.50969736841537, 1732895561276188483, 
1.7081899642944336, 2.416313886642456, 1.50969736841537, 1732895561376308031, 
1.7081899642944336, 2.416313886642456, 1.50969736841537, 1732895561476100127, 
1.7083550691604614, 2.416891574859619, 1.5027077115187537, 1732895561586508939, 
1.7087252140045166, 2.4198412895202637, 1.4311296376498817, 1732895561677394917, 
1.7097194194793701, 2.425480365753174, 1.3020103505289737, 1732895561776137385, 
1.7115797996520996, 2.4316182136535645, 1.1227842459584687, 1732895561872398723, 
1.717145562171936, 2.4406392574310303, 0.8927202651603204, 1732895561986336657, 
1.7252243757247925, 2.448265552520752, 0.6285017447991551, 1732895562126054296, 
1.728506326675415, 2.4505057334899902, 0.533469996770944, 1732895562176044322, 
1.7360621690750122, 2.4542272090911865, 0.34244701300239255, 1732895562276348303, 
1.7444988489151, 2.4562952518463135, 0.13182926167842882, 1732895562386283349, 
1.7570157051086426, 2.456372022628784, -0.13192185072679705, 1732895562526034513, 
1.7614651918411255, 2.455745220184326, -0.22042770096258685, 1732895562576041464, 
1.7706769704818726, 2.452897548675537, -0.3914543980424209, 1732895562676069236, 
1.7784010171890259, 2.4490771293640137, -0.5496774236783364, 1732895562765934099, 
1.7898870706558228, 2.440035820007324, -0.8280562147439101, 1732895562926159549, 
1.792717695236206, 2.436534881591797, -0.8830750914704792, 1732895562974060807, 
1.799803614616394, 2.427241802215576, -0.9932149732523434, 1732895563072168858, 
1.8053054809570312, 2.4175069332122803, -1.1120111607224004, 1732895563166268280, 
1.8113508224487305, 2.403587818145752, -1.2632658247747846, 1732895563326054495, 
1.812541127204895, 2.399289131164551, -1.3031871527077852, 1732895563376097566, 
1.814569115638733, 2.3898284435272217, -1.386828308900381, 1732895563472876528, 
