e, e_dot, e_int, stamp, 
0.09966865249196365, 0.0, 0.009564403629108424, 1729862561054320061, 
0.09966865249196365, 0.0, 0.009621292402909137, 1729862561103687559, 
0.09966865249196365, 0.0, 0.011187970197156269, 1729862561166571706, 
0.09918472648582295, -0.0016533483482391459, 0.01596585261500853, 1729862561264136547, 
0.09653805907279475, -0.007823813456633315, 0.023684473391846653, 1729862561407111583, 
0.09240147371779336, -0.020450095178162823, 0.0230054241994748, 1729862561503673033, 
0.08831929375999883, -0.03573463623176439, 0.014785639109332624, 1729862561567095371, 
0.08011586442777789, -0.040446239179609676, 0.018033252594348893, 1729862561711081622, 
0.07725051314214401, -0.029004826300175174, 0.019603120903010075, 1729862561806463676, 
0.0706714529943075, -0.032626724353843624, 0.014621937112897882, 1729862561903443614, 
0.06724612064301708, -0.04080057475297122, 0.01145829405459004, 1729862561966221950, 
0.05976355129087488, -0.04365968244857293, 0.010588875184493514, 1729862562064139915, 
0.04821478635371796, -0.052390050293954715, 0.01407231380152018, 1729862562207152593, 
0.044989197122952115, -0.03807924753090528, 0.012203956276959136, 1729862562303483962, 
0.043030878741669276, -0.021544577548207558, 0.007229525208088078, 1729862562366352487, 
0.03271909927340584, -0.03396893138731047, 0.008395513140379509, 1729862562512086840, 
0.030424458720849173, -0.031708668209655275, 0.008490346459075558, 1729862562606250528, 
0.026711307133110138, -0.021014531716912744, 0.005695986101190956, 1729862562702259718, 
0.02475369250624873, -0.022916926605148005, 0.004397423214882367, 1729862562767349037, 
0.02288509934190336, -0.016527263131218783, 0.003987278905226128, 1729862562863145001, 
0.017635666947843742, -0.018732724283717767, 0.005197210351298445, 1729862563006211700, 
0.018147815864359443, -0.010461793405208997, 0.004685162087206677, 1729862563102719331, 
0.016418237285636766, -0.007202926334931137, 0.0027974373171013576, 1729862563166978662, 
0.012691648453916612, -0.017575237806239135, 0.003286681340590488, 1729862563311363503, 
0.013622475957955571, -0.005367539377589346, 0.003422468549942751, 1729862563407251028, 
0.012661134037524766, -0.00012105947809739881, 0.0024859340694465, 1729862563502710591, 
0.012170181075445138, -0.005915039769405196, 0.0020435880163146565, 1729862563566683008, 
0.012010390691519615, -0.003113556356096991, 0.00196332230552856, 1729862563662582855, 
0.010923559153166534, -0.0030751005303338136, 0.0028045641162999513, 1729862563806361135, 
0.011188847747509695, -0.001601415602016375, 0.0027307065300265806, 1729862563902660462, 
0.01016587184508895, -0.004364525521581489, 0.0017306200243218588, 1729862563967208004, 
0.009536622320342872, -0.006741472082784383, 0.0021453308746637854, 1729862564111003390, 
0.009942052471928475, -5.037234821453641e-05, 0.002369169429890564, 1729862564206965703, 
0.00900898344607265, -0.001347012980797196, 0.001983155499320224, 1729862564319847039, 
0.008610720423614299, -0.005561046414005001, 0.0014717670572839427, 1729862564367162358, 
0.00645707392252981, -0.010269501377368212, 0.0011516535812779866, 1729862564463344677, 
0.006272810746500657, -0.007893703672558008, 0.0017004347861311365, 1729862564606204519, 
0.007202734670363101, 0.002780856644651925, 0.0015906310827060264, 1729862564702745890, 
0.006753588754015188, 0.00093229907055082, 0.0010940542727909735, 1729862564768453817, 
0.007090860067227978, -0.001490524768191873, 0.0014619565884212268, 1729862564911128630, 
0.008075131621217924, 0.004165581541906339, 0.0017521907259956844, 1729862565008265532, 
0.008498749699290986, 0.004876614155329757, 0.0015093116241244185, 1729862565102465387, 
0.008646087578398173, 0.0019310837714078316, 0.0017474553870966514, 1729862565216131219, 
0.008583581956584124, -1.1247864846535569e-05, 0.0013778702179866203, 1729862565263128606, 
0.007902502918841814, -0.0019981462810963473, 0.0016169369565524998, 1729862565409143219, 
0.009851607815664076, 0.0054267256170145335, 0.00209889004394892, 1729862565502203084, 
0.010859087600585862, 0.009952720206614389, 0.001965612911855559, 1729862565615231286, 
0.010768710526330327, 0.0023422372990802723, 0.0016886341277130798, 1729862565663130593, 
0.010659701478549055, -0.0008777982067297613, 0.0020869602024735415, 1729862565809141644, 
0.012273627245840718, 0.00553248798011569, 0.002685655394685875, 1729862565902195242, 
0.012543290839617985, 0.007139774244311069, 0.0018829121111022884, 1729862565968365843, 
0.013252429595991391, 0.0038764617381573246, 0.002030938737089942, 1729862566062240438, 
0.01402691231131488, 0.004287237427762407, 0.0031830764907090133, 1729862566208159870, 
0.014516753338790572, 0.005102478590204694, 0.002715413787207976, 1729862566257144802, 
0.01559068836148933, 0.005583042170716843, 0.0030614974077196426, 1729862566416262887, 
0.016285705317745938, 0.004689514723356305, 0.003929120783310151, 1729862566511220309, 
0.015827740759836936, 0.0008650452150480275, 0.0030514640031791647, 1729862566608162229, 
0.01633615088959839, 0.00021624300302664919, 0.003093794993006882, 1729862566702788156, 
0.017853497829619938, 0.009587042857267964, 0.0026592960205654805, 1729862566767664517, 
0.020362092933775597, 0.01655061321510055, 0.002916564753302237, 1729862566863180730, 
0.017820545774568222, 0.0028726607201800523, 0.004474473641574173, 1729862567007213882, 
0.02170379744585202, 0.007598212128611544, 0.004792066248995022, 1729862567103238407, 
0.02422908384774128, 0.02099885376832442, 0.0044197928449008295, 1729862567215192953, 
0.02786474728087307, 0.020152793342564913, 0.0051136151426222866, 1729862567311115621, 
0.032054534006529245, 0.02716853631271351, 0.005385798218615312, 1729862567407203750, 
0.03944650394585855, 0.040464852196750556, 0.006329985429288783, 1729862567502227242, 
0.046239216194144395, 0.060740418819400344, 0.00628218502876014, 1729862567567272668, 
0.07591673845039057, 0.10356746460631068, 0.011254050107203439, 1729862567711148261, 
