x, y, th, stamp, 
-2.567782163619995, 5.195943355560303, -2.5972045190661364, 1731681124607046935, 
-2.567782163619995, 5.195943355560303, -2.5972045356930233, 1731681124656014086, 
-2.567782163619995, 5.195943355560303, -2.5972047456065277, 1731681124706046332, 
-2.567782163619995, 5.195943355560303, -2.5972047611567333, 1731681124756042551, 
-2.567782163619995, 5.195943355560303, -2.5972047215795504, 1731681124796164580, 
-2.567782163619995, 5.195943355560303, -2.597204666372903, 1731681124916630812, 
-2.567782163619995, 5.195943355560303, -2.5972046488564, 1731681125007047567, 
-2.567782163619995, 5.195943355560303, -2.5972046912634252, 1731681125106023065, 
-2.567782163619995, 5.195943355560303, -2.597204673996844, 1731681125196204350, 
-2.567782163619995, 5.195943355560303, -2.5972047207404785, 1731681125296077480, 
-2.567782163619995, 5.195943355560303, -2.5972047139946737, 1731681125407049118, 
-2.567782163619995, 5.195943355560303, -2.5972050289913553, 1731681125456056411, 
-2.567782163619995, 5.195943355560303, -2.5972050024688937, 1731681125506031837, 
-2.567782163619995, 5.195943355560303, -2.597205313681844, 1731681125556039005, 
-2.567782163619995, 5.195943355560303, -2.5972053279301823, 1731681125597178749, 
-2.567782163619995, 5.195943355560303, -2.597205302758746, 1731681125646044361, 
-2.567782163619995, 5.195943355560303, -2.5972059428047785, 1731681125856027075, 
-2.567782163619995, 5.195943355560303, -2.5972059418986726, 1731681125906065203, 
-2.567782163619995, 5.195943355560303, -2.5972062291751508, 1731681125956028378, 
-2.567782163619995, 5.195943355560303, -2.597206229835173, 1731681125996224262, 
-2.5678348541259766, 5.195949554443359, -2.596491626724516, 1731681126096260525, 
-2.568905830383301, 5.19517707824707, -2.4511288888876117, 1731681126257220095, 
-2.5721006393432617, 5.193092346191406, -2.345570156164403, 1731681126356035918, 
-2.5873472690582275, 5.170480251312256, -1.9008764359983938, 1731681126796241105, 
-2.589959144592285, 5.162202835083008, -1.8005035191920544, 1731681126896002863, 
-2.59238862991333, 5.150382041931152, -1.6668985210016198, 1731681127007271222, 
-2.5931155681610107, 5.136682033538818, -1.5261951566121201, 1731681127106099114, 
-2.592196464538574, 5.122776508331299, -1.3859991613706395, 1731681127196290375, 
-2.591212034225464, 5.11531400680542, -1.30645810275695, 1731681127247140094, 
-2.581324577331543, 5.087775230407715, -1.06618198278071, 1731681127407080005, 
-2.572479009628296, 5.072421550750732, -0.9489907304698596, 1731681127506054911, 
-2.5651848316192627, 5.062003135681152, -0.8665664411860353, 1731681127596060086, 
-2.5546772480010986, 5.050119400024414, -0.7645921871862967, 1731681127696030615, 
-2.5407214164733887, 5.036930561065674, -0.6488983400632258, 1731681127807147181, 
-2.5259454250335693, 5.026154041290283, -0.5509909515087791, 1731681127906057391, 
-2.51092529296875, 5.0171613693237305, -0.46015201364515623, 1731681127996058628, 
-2.4933345317840576, 5.009088516235352, -0.3599175010290138, 1731681128096281426, 
-2.4718856811523438, 5.001781463623047, -0.24591928949216624, 1731681128207078703, 
-2.4503750801086426, 4.997026443481445, -0.14658168760008253, 1731681128306092166, 
-2.4301791191101074, 4.9944939613342285, -0.0573485608226954, 1731681128396042724, 
-2.407270908355713, 4.993763446807861, 0.04319270643327111, 1731681128496204277, 
-2.380556583404541, 4.995749473571777, 0.15556118121462187, 1731681128607102107, 
