x, y, th, stamp, 
-3.404449701309204, 5.940567970275879, -2.692839091019702, 1731680988949442022, 
-3.404449701309204, 5.940567970275879, -2.6928384255460953, 1731680989049441607, 
-3.404449701309204, 5.940567970275879, -2.6928376878786757, 1731680989097536696, 
-3.404449701309204, 5.940567970275879, -2.6928355016061016, 1731680989349440643, 
-3.404449701309204, 5.940567970275879, -2.692835032468906, 1731680989399680467, 
-3.404449701309204, 5.940567970275879, -2.6928348228920878, 1731680989450447601, 
-3.404449701309204, 5.940567970275879, -2.692829834543178, 1731680989990463789, 
-3.404449701309204, 5.940567970275879, -2.692829095656237, 1731680990057828645, 
-3.404449701309204, 5.940567970275879, -2.6928285921095094, 1731680990107468686, 
-3.404449701309204, 5.940567970275879, -2.6928279294238537, 1731680990200465414, 
-3.404449701309204, 5.940567970275879, -2.6928262224472195, 1731680990390132108, 
-3.404449701309204, 5.940567970275879, -2.6928250646273404, 1731680990508414999, 
-3.404449701309204, 5.940567970275879, -2.6928248030803474, 1731680990550456964, 
-3.404449701309204, 5.940567970275879, -2.6928243050995415, 1731680990600629988, 
-3.404449701309204, 5.940567970275879, -2.6928239347208973, 1731680990651442201, 
-3.404449701309204, 5.940567970275879, -2.6928234622276066, 1731680990698501499, 
-3.404449701309204, 5.940567970275879, -2.6928207876673524, 1731680990998704248, 
-3.404449462890625, 5.940567970275879, -2.692822494411531, 1731680991111555332, 
-3.4044182300567627, 5.940572738647461, -2.686364806949905, 1731680991160328413, 
-3.4067158699035645, 5.9389543533325195, -2.538970224796742, 1731680991309430513, 
-3.4098093509674072, 5.937417984008789, -2.4457130142812815, 1731680991400488199, 
-3.4131948947906494, 5.934645175933838, -2.3464150598072075, 1731680991499571447, 
-3.416849136352539, 5.931386470794678, -2.2526351847786636, 1731680991589110103, 
-3.421503782272339, 5.9258856773376465, -2.13110729830462, 1731680991709642659, 
-3.4245870113372803, 5.921668529510498, -2.0359404719512018, 1731680991799453738, 
-3.4281654357910156, 5.9141669273376465, -1.9345965180344562, 1731680991899469138, 
-3.4311153888702393, 5.905698776245117, -1.8309826705435275, 1731680991988931309, 
-3.4346799850463867, 5.88995361328125, -1.6653674574937016, 1731680992109436172, 
-3.4361612796783447, 5.877130031585693, -1.548400912306733, 1731680992199465242, 
-3.436035394668579, 5.866357803344727, -1.4571279180511783, 1731680992299504806, 
-3.4341893196105957, 5.853352069854736, -1.348415761406778, 1731680992389503970, 
-3.42878794670105, 5.831266403198242, -1.1857707873047836, 1731680992509439043, 
-3.4234561920166016, 5.817779064178467, -1.0832796197907433, 1731680992600484694, 
-3.4164233207702637, 5.804526329040527, -0.9928639994769658, 1731680992699482192, 
-3.4060139656066895, 5.788822650909424, -0.8816465096938728, 1731680992809049429, 
-3.3946101665496826, 5.775414943695068, -0.7822079166964905, 1731680992909511748, 
-3.3823904991149902, 5.763572692871094, -0.6890477599680321, 1731680993000468905, 
-3.3670811653137207, 5.751440525054932, -0.5894642710467528, 1731680993099487328, 
-3.3479528427124023, 5.739448070526123, -0.47622876168213135, 1731680993208989965, 
