x, y, theta, stamp, 
-1.0350932200253737e-07, 1.2011173566861544e-07, -1.1912430143580896e-06, 1729864308022478621, 
-1.0350932200253737e-07, 1.2011173566861544e-07, -1.1912466612684312e-06, 1729864308072548514, 
-1.2421119777172862e-07, 1.4413410553970607e-07, -1.4296692087503653e-06, 1729864308123477325, 
0.0006221064832061529, -0.00015031873772386461, 0.003549794048927838, 1729864308182959382, 
0.0031523285433650017, 5.674559361068532e-05, 0.01001084757697327, 1729864308220235691, 
0.010235670953989029, 0.0004998267395421863, 0.02323388259293243, 1729864308283564112, 
0.01733674481511116, 0.0008972812793217599, 0.03535803059418383, 1729864308330503048, 
0.026597851887345314, 0.0014787509571760893, 0.05206232677875761, 1729864308380523445, 
0.04814353957772255, 0.0033922018483281136, 0.09089934663479243, 1729864308472451323, 
0.07774315029382706, 0.006894973106682301, 0.14153163374150365, 1729864308570598162, 
0.11272358894348145, 0.012645452283322811, 0.20243678589410308, 1729864308682937230, 
0.14228582382202148, 0.019269533455371857, 0.25326736276781975, 1729864308780505002, 
0.1698174923658371, 0.026871902868151665, 0.3028994040800443, 1729864308872452853, 
0.20188193023204803, 0.03779248148202896, 0.36093775721370436, 1729864308982902181, 
0.22992128133773804, 0.04915080964565277, 0.41003682409760794, 1729864309082518733, 
0.256489098072052, 0.06125209853053093, 0.45388448220077776, 1729864309179452532, 
0.2824345529079437, 0.07435371726751328, 0.49496429614877874, 1729864309272581361, 
0.3095591068267822, 0.08963465690612793, 0.5363004666517518, 1729864309373555343, 
0.338632732629776, 0.1075616180896759, 0.5750491156712627, 1729864309482600552, 
0.3638496994972229, 0.12464980781078339, 0.6025301494840467, 1729864309578565460, 
0.38741880655288696, 0.14134930074214935, 0.6229764035503313, 1729864309672798499, 
0.41430383920669556, 0.16133637726306915, 0.6426078325826016, 1729864309782384093, 
0.43845853209495544, 0.18008659780025482, 0.6578043269926787, 1729864309882487719, 
0.4613628089427948, 0.1981661021709442, 0.6704334061604974, 1729864309978605697, 
0.4839847683906555, 0.2167653739452362, 0.6811847575845241, 1729864310072613725, 
0.5102574229240417, 0.23852403461933136, 0.6928630004702511, 1729864310183077349, 
0.5338538289070129, 0.25843313336372375, 0.6991628205663154, 1729864310282924379, 
0.5570997595787048, 0.27832719683647156, 0.7067833095893886, 1729864310383854094, 
0.5776212811470032, 0.2961755394935608, 0.7118538247160071, 1729864310473001309, 
0.6006320714950562, 0.31641101837158203, 0.7156820254822629, 1729864310572329727, 
0.6257896423339844, 0.338773250579834, 0.723188944200553, 1729864310682493906, 
0.6488348841667175, 0.3589637279510498, 0.7200672804927223, 1729864310782859005, 
0.6697860360145569, 0.3771415650844574, 0.7150021283915041, 1729864310872774455, 
0.6933797001838684, 0.39745011925697327, 0.7075973864200462, 1729864310972724807, 
0.7193120718002319, 0.41913503408432007, 0.6961016912864674, 1729864311082185993, 
0.7427793741226196, 0.43860727548599243, 0.6878863071253822, 1729864311183663490, 
0.7639471888542175, 0.4556204676628113, 0.6793325967023245, 1729864311272803032, 
0.7905936241149902, 0.47678306698799133, 0.6704113720159182, 1729864311382624468, 
0.8148579597473145, 0.49595677852630615, 0.6615595703139435, 1729864311483000453, 
0.8389489650726318, 0.5143646001815796, 0.6542783935027886, 1729864311583484211, 
0.8615269660949707, 0.5312805771827698, 0.6484126232266318, 1729864311672495190, 
0.8859015703201294, 0.5497902035713196, 0.6400248364196732, 1729864311772516220, 
0.9123345613479614, 0.5690898299217224, 0.6246680762836055, 1729864311878183856, 
0.9370336532592773, 0.5865873098373413, 0.609084172012102, 1729864311977543689, 
0.960566520690918, 0.6028717756271362, 0.5944761204724017, 1729864312072551450, 
0.9865169525146484, 0.6200730204582214, 0.5802756586274109, 1729864312172761863, 
1.0148274898529053, 0.6383344531059265, 0.5634008937783427, 1729864312282515243, 
1.0411168336868286, 0.6545423865318298, 0.5458938623741352, 1729864312383513247, 
1.0650585889816284, 0.6688163876533508, 0.5340924824335305, 1729864312472647614, 
1.0914281606674194, 0.684188961982727, 0.5203499786993988, 1729864312572595742, 
1.1155364513397217, 0.6978644728660583, 0.5077795943166052, 1729864312663429501, 
1.1477549076080322, 0.7156670689582825, 0.49334288338738286, 1729864312783503820, 
1.1719636917114258, 0.7284954190254211, 0.4761783904774847, 1729864312872474141, 
1.1995444297790527, 0.7423402667045593, 0.4561873228478301, 1729864312972608926, 
1.2247282266616821, 0.7544056177139282, 0.4400413445196092, 1729864313063164762, 
1.258172631263733, 0.7697356939315796, 0.41991661289229043, 1729864313183566815, 
1.283540964126587, 0.7809358239173889, 0.4056183190640517, 1729864313274473277, 
1.3119560480117798, 0.7927321195602417, 0.390224049162067, 1729864313372722322, 
1.3433837890625, 0.8053696751594543, 0.37338362767339317, 1729864313482862300, 
1.3720940351486206, 0.8163506388664246, 0.3591091505552532, 1729864313583510838, 
1.3981328010559082, 0.8257490992546082, 0.34665075467432793, 1729864313674487444, 
1.4271670579910278, 0.8359401226043701, 0.32899454272127454, 1729864313772210129, 
1.4533284902572632, 0.8445731401443481, 0.314053506653498, 1729864313863490889, 
1.48855459690094, 0.8558251857757568, 0.2973826005109859, 1729864313982483731, 
1.51514732837677, 0.8639676570892334, 0.28546970670134236, 1729864314073482706, 
1.5445228815078735, 0.8722562789916992, 0.27189703006817656, 1729864314172580095, 
1.571421504020691, 0.8795168399810791, 0.2592411566999224, 1729864314263511733, 
1.6068922281265259, 0.8884689807891846, 0.24299550600187542, 1729864314382551199, 
1.6341724395751953, 0.89492267370224, 0.23116889983510136, 1729864314473485411, 
1.6644171476364136, 0.9018933773040771, 0.22010133758817707, 1729864314572778204, 
1.6910810470581055, 0.9076981544494629, 0.2102048729387583, 1729864314663180262, 
1.726923942565918, 0.9150404930114746, 0.19508725188301365, 1729864314782484724, 
1.7548301219940186, 0.9203448295593262, 0.1851049978828507, 1729864314874488579, 
1.7879011631011963, 0.9264593720436096, 0.17248810852302573, 1729864314985000047, 
1.8180521726608276, 0.9315283894538879, 0.16156711793594883, 1729864315084299610, 
1.8481435775756836, 0.9362847208976746, 0.152072137391084, 1729864315181522321, 
1.8762375116348267, 0.9403842091560364, 0.1426241573487907, 1729864315273486930, 
1.906034231185913, 0.9445286989212036, 0.13460764360956431, 1729864315371624949, 
1.9400428533554077, 0.9491191506385803, 0.1273839466114657, 1729864315484016089, 
1.9701032638549805, 0.9530149698257446, 0.12150545891904167, 1729864315581652679, 
1.998378872871399, 0.9564196467399597, 0.11699255869421872, 1729864315673694617, 
2.027885675430298, 0.9598751068115234, 0.10985403763281902, 1729864315770955154, 
2.0627856254577637, 0.9635997414588928, 0.1011460079497222, 1729864315882571922, 
2.0924839973449707, 0.9667106866836548, 0.09595430417184052, 1729864315980527707, 
2.121182441711426, 0.9695855379104614, 0.09189155292286752, 1729864316073493735, 
2.1545770168304443, 0.9726971387863159, 0.08841430398458462, 1729864316183915421, 
2.1849827766418457, 0.9753667116165161, 0.0852438438518348, 1729864316283497111, 
2.2150380611419678, 0.9779022932052612, 0.0805165651348002, 1729864316380495863, 
2.2435452938079834, 0.9800317287445068, 0.0777087072968567, 1729864316473496232, 
2.274221658706665, 0.9823324084281921, 0.06997382576618712, 1729864316574899233, 
2.307797908782959, 0.9844458103179932, 0.06470611317092205, 1729864316683772893, 
2.337071657180786, 0.9863408207893372, 0.06055991438110654, 1729864316779639873, 
2.366034746170044, 0.9880608916282654, 0.05767159015225657, 1729864316873505181, 
2.396585464477539, 0.9897469878196716, 0.054897463338870064, 1729864316973429231, 
2.4283506870269775, 0.9913783669471741, 0.04855050321231684, 1729864317083701386, 
